阿坝州,43
遂宁,47
资阳,31
巴中,51
泸州,39
凉山,62
甘孜,5
眉山,69
雅安,57
广安,65
宜宾,82
南充,89
乐山,105
内江,62
广元,69
攀枝花,60
自贡,48
德阳,77
绵阳,81
成都,323
