城市,楼盘编号,传不3.0更名 -- 名称,楼盘名称,商户楼盘名称,社区类型,状态,媒体类型,经营商户,电梯数,单元数,楼栋数,楼盘地址,禁忌行业,单价,电梯总数,单元总数,楼栋总数,促销价格,是否活动,媒体类型占比,区县,方位,区位,社区居住规模,入住时间,租金,物业费,现售均价,缩略图,大门图片,单元图片,电梯图片,经度,纬度,状态,资源录入时间,资源录入人员,操作时间,操作人员,楼盘备注
成都,5893,上置.雅宾利,上置.雅宾利,上置.雅宾利,普通住宅,开启,电梯框架,飞廉传媒,39,20,10,红光港华路555号,商品房,99,39,20,10,0,0,"a:1:{s:7:""media_1"";d:100;}",郫都区,,,1587,2012,27,0,8000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,103.942567,30.790692,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,4559,尚东美林三期,尚东美林3期,尚东美林3期,普通住宅,禁用,电子屏,新潮,6,6,3,东虹路56号,,99,0,0,0,0,0,a:0:{},成华区,东门,二环至三环,260,2012,50,1.4,16800,./Uploads/ico/2017-05-11/m_5913e6aed232e.JPG,./Uploads/ico/2017-05-11/5913e6aed232e.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.153789,30.642623,禁用,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分16秒,杨镰齐,
成都,222,尚东美林二期,尚东美林二期,尚东美林二期,普通住宅,开启,电梯框架,精视传媒,8,8,3,东虹路58号,,99,8,8,3,0,0,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",成华区,东门,二环至三环,1458,2009,32,1.4,18900,./Uploads/thumb/2016-03-07/56dd32bb7665b.jpg,./Uploads/ico/2016-03-07/56dd32bb7665b.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.153789,30.643659,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分19秒,杨镰齐,
,,,,尚东美林二期,,开启,门贴,盛世华腾,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,尚东美林二期,,开启,门贴,正合门道,8,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,223,尚东美林三期,尚东美林三期,尚东美林三期,普通住宅,开启,电梯框架,精视传媒,8,4,2,东虹路60号,,99,8,4,2,0,0,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",成华区,东门,二环至三环,350,2014,32,1.4,18900,./Uploads/thumb/2016-03-07/56dd3364c8f8f.jpg,./Uploads/ico/2016-03-07/56dd3364c8f8f.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.15433,30.64442,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分19秒,杨镰齐,
,,,,尚东美林三期,,开启,门贴,盛世华腾,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,尚东美林三期,,开启,门贴,正合门道,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,224,尚东美林一期,尚东美林一期,尚东美林一期,普通住宅,开启,电梯框架,精视传媒,6,6,3,东虹路56号,,99,6,6,3,0,0,"a:1:{s:7:""media_1"";d:100;}",成华区,东门,二环至三环,525,2007,32,1.4,18900,./Uploads/thumb/2016-03-07/56dd33a083735.jpg,./Uploads/ico/2016-03-07/56dd33a083735.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.153526,30.642958,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分19秒,杨镰齐,
成都,560,尚房国际公馆,尚房国际公馆,尚房国际公馆,普通住宅,开启,电梯框架,精视传媒,8,4,2,武青北路21号,房产中介-商品房,99,8,4,2,0,0,"a:1:{s:7:""media_1"";d:100;}",青羊区,北门,三环外,900,2012,50,1.8,15300,./Uploads/thumb/2016-03-05/56da97af2063c.jpg,./Uploads/ico/2016-03-05/56da97af2063c.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.976384,30.659301,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分23秒,杨镰齐,
成都,6394,尚港领地,尚港领地,尚港领地,高级住宅,开启,电梯框架,分众传媒,32,16,7,长城路二段333号,,199,32,16,7,0,2,"a:1:{s:7:""media_1"";d:100;}",双流区,,,2870,1998,0,0,12742,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.992056,30.539778,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,3378,尚锦城,尚锦城,尚锦城,普通住宅,开启,门贴,中广众易,16,8,3,槐树店路,,99,16,8,3,0,0,"a:1:{s:7:""media_3"";d:100;}",成华区,北门,二环至三环,880,2016,28,1,14400,./Uploads/thumb/2016-09-26/57e8a81660d1d.jpg,./Uploads/ico/2016-09-26/57e8a81660d1d.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.140376,30.649172,开启,2016年09月23日 16点01分32秒,yanglianqi,2017年12月20日 14点43分56秒,杨镰齐,
,,,,尚锦城,,开启,门贴,成都众燚,15,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,40,尚林花园,尚林花园,尚林花园,普通住宅,开启,电梯框架,飞廉传媒,36,18,9,大丰大天路999号,,99,36,18,9,0,0,"a:1:{s:7:""media_1"";d:100;}",新都区,北方,,440,2000,39,1.6,11000,./Uploads/ico/2018-05-25/m_5b07b1d61f626.jpg,./Uploads/ico/2018-05-25/5b07b1d61f626.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.084952,30.759518,开启,2016年03月04日 16点58分06秒,yanglianqi,2018年05月25日 14点49分13秒,杨镰齐,
成都,68,尚林家园,尚林家园,尚林家园,高级住宅,开启,电梯框架,飞廉传媒,18,9,4,犀浦恒山北街99号,,99,18,9,4,0,0,"a:1:{s:7:""media_1"";d:100;}",武侯区,东方,,500,2003,39,1.6,13100,./Uploads/ico/2018-05-25/m_5b07bc6600f65.jpg,./Uploads/ico/2018-05-25/5b07bc6600f65.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.966293,30.760761,开启,2016年03月04日 16点58分06秒,yanglianqi,2018年05月25日 15点35分27秒,杨镰齐,
成都,1510,尚熙庭苑,尚熙庭苑,尚熙庭苑,普通住宅,开启,电梯框架,四川城市纵横传播有限公司,11,7,4,花照壁中横街456号,,99,11,7,4,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",金牛区,北门,二环至三环,840,2014,50,1.6,16200,./Uploads/thumb/2016-06-29/57734d2a106a5.jpg,./Uploads/ico/2016-06-29/57734d2a106a5.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.031603,30.70595,开启,2016年06月29日 09点57分08秒,yanglianqi,2017年12月20日 14点43分36秒,杨镰齐,
,,,,尚熙庭苑,,开启,门贴,盛世华腾,11,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,103,尚源宾馆,尚源宾馆,,商业中心,,,,,,,草市街74号,,99,0,0,0,0,0,a:0:{},金牛区,北门,一环内,1003,2010,35,1.6,21000,./Uploads/thumb/2016-03-07/56dcf3abb99ec.jpg,./Uploads/ico/2016-03-07/56dcf3abb99ec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.075713,30.67233,禁用,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分18秒,杨镰齐,
成都,3977,尚苑精品酒店,尚苑精品酒店,尚苑精品酒店,商业中心,禁用,电子屏,亦云传媒,1,1,1,金仙桥路12号,,99,0,0,0,0,0,a:0:{},金牛区,西门,一环内,650,2007,50,1,17220,./Uploads/thumb/2016-11-09/5822b96073744.jpg,./Uploads/ico/2016-11-09/5822b96073744.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.053942,30.677535,禁用,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分06秒,杨镰齐,
成都,4276,少城大厦,少城大厦,少城大厦,写字楼,开启,电梯框架,精视传媒,1,1,1,少城路27号,,99,4,1,1,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",青羊区,西门,一环内,500,1998,50,1.6,15960,./Uploads/thumb/2016-06-06/5754e0de02a23.jpg,./Uploads/ico/2016-06-06/5754e0de02a23.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.058026,30.659166,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分11秒,杨镰齐,
,,,,少城大厦,,开启,门贴,正合门道,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,少城大厦,,开启,电梯框架,经典视线,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3579,少城府邸,少城府邸,少城府邸,商住楼,开启,电梯框架,四川城市纵横传播有限公司,4,2,2,长发街99号,,99,4,2,2,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",青羊区,北门,一环内,694,2001,30,1.2,19110,./Uploads/thumb/2016-04-07/57061498166aa.jpg,./Uploads/ico/2016-04-07/57061498166aa.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.056494,30.667182,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点43分59秒,杨镰齐,
,,,,少城府邸,,禁用,电子屏,博景传媒,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,少城府邸,,开启,门贴,成都众燚,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5597,社保大厦,社保大楼,社保大楼,写字楼,开启,门贴,成都众燚,1,1,1,三洞桥路6号,,99,1,1,1,0,0,"a:1:{s:7:""media_3"";d:100;}",金牛区,东方,,100,2006,0,0,17600,./Uploads/ico/2018-05-18/m_5afe9a22aea3e.jpg,./Uploads/ico/2018-05-18/5afe9a22aea3e.jpg,,./Uploads/ico/2018-05-18/5afe9a2748300.jpg,104.049472,30.673861,开启,1970年01月01日 08点00分00秒,,2018年05月18日 17点17分38秒,杨镰齐,
成都,5435,社保大厦,社保大厦,社保大厦,写字楼,开启,门贴,正合门道,1,1,1,三洞桥路6号,,99,1,1,1,0,0,"a:1:{s:7:""media_3"";d:100;}",金牛区,东方,,100,2010,40,1.6,12000,./Uploads/ico/2018-02-07/m_5a7a9a7559bff.jpg,./Uploads/ico/2018-02-07/5a7a9a7559bff.jpg,./Uploads/ico/2016-09-28/57eb1e1cd119dec.jpg,./Uploads/ico/2018-02-07/5a7a9a7ff2c3f.jpg,104.049472,30.673861,开启,1970年01月01日 08点00分00秒,,2018年02月07日 14点19分53秒,杨镰齐,
成都,2300,社会科学大楼,社会科学大楼,社会科学大楼,写字楼,开启,电梯框架,分众传媒,1,1,1,金丝街22号,餐饮商超-餐饮-甜品饮品-水果生鲜,199,1,1,1,0,2,"a:1:{s:7:""media_1"";d:100;}",青羊区,北门,一环内,500,1997,40,1.6,25200,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.071841,30.672423,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分50秒,杨镰齐,
成都,1239,社科院电梯公寓,社科院电梯公寓,社科院电梯公寓,高级住宅,开启,电梯框架,经典视线,3,1,1,一环路西一段153号,,99,3,1,1,0,0,"a:1:{s:7:""media_1"";d:100;}",青羊区,北门,一环内,500,2009,33,1.6,21000,./Uploads/thumb/2016-06-06/5754e0b014091.jpg,./Uploads/ico/2016-06-06/5754e0b014091.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.041618,30.652934,开启,2016年06月02日 18点31分57秒,yanglianqi,2017年12月20日 14点43分33秒,杨镰齐,
成都,4763,深越花园,深越花园,,普通住宅,,,,,,,永盛南街1号,,99,0,7,2,0,0,"a:1:{s:7:""media_1"";d:100;}",武侯区,西门,二环至三环,500,2000,50,0.8,16000,./Uploads/thumb/2017-03-09/58c0fb3c1a058.jpg,./Uploads/ico/2017-03-09/58c0fb3c1a058.JPG,./Uploads/ico/2017-03-10/58c27e6fc78b2.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.025573,30.639584,开启,2017年01月12日 17点32分10秒,yanglianqi,2017年12月20日 14点44分18秒,杨镰齐,多层住宅小区
成都,4848,深越西园,深越西园,,普通住宅,,,,,,,子云路208号,,99,0,8,4,0,0,"a:1:{s:7:""media_1"";d:100;}",金牛区,北门,二环至三环,500,2007,50,0.8,14400,./Uploads/thumb/2017-03-09/58c102f8a4522.jpg,./Uploads/ico/2017-03-09/58c102f8a4522.jpg,./Uploads/ico/2017-03-10/58c27e6fc78b2.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.032806,30.700918,开启,2017年01月12日 17点32分10秒,yanglianqi,2017年12月20日 14点44分21秒,杨镰齐,多层住宅小区
成都,5693,神仙树.缤纷,神仙树.缤纷,神仙树.缤纷,高级住宅,开启,电梯框架,飞廉传媒,14,7,5,新义西街96号,,99,14,7,5,0,0,"a:1:{s:7:""media_1"";d:100;}",武侯区,,,1060,2015,83,0,25000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,104.037163,30.610182,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,3875,神仙树3号写字楼,神仙树3号,神仙树3号,写字楼,开启,电梯框架,框框广告,1,1,1,神仙树西路3号,,99,1,1,1,0,0,"a:1:{s:7:""media_1"";d:100;}",高新区,南门,二环至三环,500,2012,39,1.8,25740,./Uploads/thumb/2016-06-29/57733e06c3eec.jpg,./Uploads/ico/2016-06-29/57733e06c3eec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.045555,30.621534,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分05秒,杨镰齐,
成都,4176,神仙树3号住宅,神仙树3号大厦,神仙树3号大厦,商住楼,开启,电梯框架,四川城市纵横传播有限公司,2,1,1,神仙树西路3号,,99,3,2,2,0,0,"a:2:{s:7:""media_1"";d:25;s:7:""media_3"";d:75;}",高新区,南门,二环至三环,900,2012,30,1.6,28000,./Uploads/thumb/2016-03-07/56dd22c62ffd8.jpg,./Uploads/ico/2016-03-07/56dd22c62ffd8.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.04545,30.621591,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分09秒,杨镰齐,
,,,,神仙树3号大厦,,禁用,电子屏,新潮,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,神仙树3号大厦,,开启,门贴,正合门道,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,神仙树3号大厦,,开启,门贴,成都众燚,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4422,神仙树·馨苑,神仙树·馨苑,神仙树。馨苑,普通住宅,开启,电梯框架,精视传媒,20,8,4,新乐中街277号,,99,20,8,4,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",高新区,南门,二环至三环,1202,2012,31,1.5,20900,./Uploads/thumb/2017-03-23/58d368cb991f2.jpg,./Uploads/ico/2017-03-23/58d368cb991f2.JPG,./Uploads/ico/2017-03-23/58d368cb99446.jpg,./Uploads/ico/2017-03-23/58d368cb9971c.jpg,104.037176,30.608583,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分14秒,杨镰齐,
,,,,神仙树馨苑,,禁用,电子屏,新潮,20,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,神仙树.馨苑,,开启,门贴,盛世华腾,20,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4089,神仙树北路6号,神仙树北路6号楼,,商住楼,,,,,,,神仙树北路6号,,99,0,0,0,0,0,a:0:{},武侯区,南门,二环至三环,500,2005,32,1.2,21120,./Uploads/ico/2017-05-09/m_59118ad662e64.jpg,./Uploads/ico/2017-05-09/59118ad662e64.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.04957,30.6227,禁用,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分08秒,杨镰齐,
成都,3842,神仙树缤纷,神仙树缤纷,神仙树缤纷,高级住宅,禁用,电梯框架,四川城市纵横传播有限公司,14,7,5,新义西街96号,,99,16,8,5,0,0,"a:1:{s:7:""media_3"";d:100;}",高新区,南门,三环外,1960,2016,33,2.2,22000,./Uploads/thumb/2016-05-18/573be960d888d.jpg,./Uploads/ico/2016-05-18/573be960d888d.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.038552,30.607973,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分04秒,杨镰齐,
,,,,神仙树·缤纷,,开启,门贴,盛世华腾,16,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,6114,神仙树大院四期,神仙树大院4期,神仙树大院4期,高级住宅,开启,电梯框架,分众传媒,20,10,4,紫荆西路6号,,199,20,10,4,0,2,"a:1:{s:7:""media_1"";d:100;}",高新区,,,1250,2001,0,0,27287,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.044669,30.618174,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,1790,神仙树大院二期,神仙树大院二期,神仙树大院二期,高级住宅,开启,电梯框架,分众传媒,32,16,10,紫荆西路6号,房产中介-商品房,199,32,16,10,0,2,"a:1:{s:7:""media_1"";d:100;}",高新区,南门,二环至三环,500,2010,44,1.9,29260,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.044363,30.615335,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分40秒,杨镰齐,
成都,1791,神仙树大院三期,神仙树大院三期,神仙树大院三期,高级住宅,开启,电梯框架,分众传媒,20,10,5,紫荆西路6号,房产中介-商品房,199,20,10,5,0,2,"a:1:{s:7:""media_1"";d:100;}",高新区,南门,二环至三环,500,2011,44,1.9,29260,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.043296,30.616511,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分40秒,杨镰齐,
成都,1792,神仙树大院四期,神仙树大院四期,神仙树大院4期,高级住宅,开启,电梯框架,分众传媒,20,10,4,紫荆西路6号,,199,20,10,4,0,2,"a:1:{s:7:""media_1"";d:100;}",高新区,南门,二环至三环,500,2013,44,1.9,29260,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.041611,30.615561,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分40秒,杨镰齐,
成都,1793,神仙树大院五期,神仙树大院五期,神仙树大院五期,高级住宅,开启,电梯框架,分众传媒,5,2,2,紫荆西路6号,,199,5,2,2,0,2,"a:1:{s:7:""media_1"";d:100;}",高新区,南门,二环至三环,500,2014,44,1.9,29260,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.043296,30.616511,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分40秒,杨镰齐,
成都,1789,神仙树大院一期,神仙树大院一期,神仙树大院一期,高级住宅,开启,电梯框架,分众传媒,24,12,6,紫荆西路6号,房产中介-商品房,199,24,12,6,0,2,"a:1:{s:7:""media_1"";d:100;}",高新区,南门,二环至三环,500,2009,44,1.9,29260,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.043265,30.616624,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分40秒,杨镰齐,
成都,4972,审计署公寓,审计署公寓,审计署公寓,高级住宅,开启,电梯框架,新城南汇,9,5,5,世纪城路358号,房产中介-商品房,99,9,5,5,0,0,"a:1:{s:7:""media_1"";d:100;}",高新区,南门,三环外,500,2012,40,1,22000,./Uploads/thumb/2017-03-10/58c26afb12b74.png,./Uploads/ico/2017-03-10/58c26afb12b74.png,./Uploads/ico/2017-03-10/58c26afb12e1f.jpg,./Uploads/ico/2017-03-10/58c26afb12f6e.jpg,104.076656,30.560104,开启,2017年02月22日 13点57分03秒,yanglianqi,2017年12月20日 14点44分24秒,杨镰齐,
成都,6304,升平桥畔,升平桥畔,升平桥畔,高级住宅,开启,电梯框架,分众传媒,11,7,3,郫花路251号,,199,11,7,3,0,2,"a:1:{s:7:""media_1"";d:100;}",郫都区,,,525,2001,0,0,7000,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.877609,30.813419,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,2301,生活立方,生活立方,生活立方,高级住宅,开启,电梯框架,分众传媒,10,10,3,贝森南路8号,,199,10,10,3,0,2,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",青羊区,北门,二环至三环,398,2007,33,1.2,18000,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.004075,30.666341,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分50秒,杨镰齐,
,,,,生活立方,,开启,门贴,盛世华腾,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,生活立方,,开启,门贴,中广众易,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4301,生进大厦,生进大厦,生进大厦,写字楼,开启,电梯框架,分众传媒,2,1,1,崔家店路576号,,199,2,1,1,0,2,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",成华区,北门,二环至三环,300,2007,45,1.6,24300,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.137781,30.671167,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分12秒,杨镰齐,
,,,,生进大厦,,禁用,电子屏,新潮,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,生进大厦,,开启,门贴,中广众易,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5460,胜道体育广场,胜道体育广场,胜道体育广场,商住楼,开启,门贴,中广众易,2,1,1,正科甲巷48号,,99,2,1,1,0,0,"a:1:{s:7:""media_3"";d:100;}",锦江区,东方,,120,2007,53,1.6,15946,./Uploads/ico/2018-02-07/m_5a7a98c490892.jpg,./Uploads/ico/2018-02-07/5a7a98c490892.jpg,./Uploads/ico/2016-09-28/57eb1e1cd145dec.jpg,./Uploads/ico/2018-02-07/5a7a98c780539.jpg,104.079278,30.656013,开启,1970年01月01日 08点00分00秒,,2018年02月07日 14点12分26秒,杨镰齐,
成都,3380,胜天人居,胜天人居,胜天人居,商住楼,开启,门贴,中广众易,28,14,7,成华三环路外侧胜天路,,99,28,14,7,0,0,"a:1:{s:7:""media_3"";d:100;}",成华区,东门,三环外,1261,2013,50,1.2,15330,./Uploads/thumb/2016-09-26/57e8a7940e0f3.jpg,./Uploads/ico/2016-09-26/57e8a7940e0f3.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.155636,30.638794,开启,2016年09月23日 16点01分32秒,yanglianqi,2017年12月20日 14点43分56秒,杨镰齐,
成都,6061,胜天新苑,胜天新苑,胜天新苑,高级住宅,开启,电梯框架,分众传媒,21,7,7,天鹅一路133号,,199,21,7,7,0,2,"a:1:{s:7:""media_1"";d:100;}",成华区,,,2500,2004,0,0,9800,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.155636,30.638794,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,3379,胜天雅筑,胜天雅筑,胜天雅筑,普通住宅,开启,门贴,中广众易,10,5,2,天鹅一路98号,,99,10,5,2,0,0,"a:1:{s:7:""media_3"";d:100;}",成华区,北门,三环外,800,2016,50,1.6,14400,./Uploads/thumb/2016-09-26/57e8a7b1d2bea.jpg,./Uploads/ico/2016-09-26/57e8a7b1d2bea.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.15748,30.63837,开启,2016年09月23日 16点01分32秒,yanglianqi,2017年12月20日 14点43分56秒,杨镰齐,
